condition,rmseResult,experimentLabel
condition.id:0.182954038375725,0.426119631675387,cohort1_shuffle
condition.id:0.142057026476578,0.266359471977054,cohort1_shuffle
condition.id:0.250647908182155,0.306983981983785,cohort1_shuffle
condition.id:0.590389016018307,0.428388363008149,cohort1_shuffle
condition.id:0.0242257742257742,0.534022861389483,cohort1_shuffle
condition.id:0.0140350877192983,0.552408692947203,cohort1_shuffle
condition.id:0.0366238176085375,0.303653518780785,cohort1_shuffle
condition.id:0.0332525112573606,0.313354972189986,cohort1_shuffle
replicate.id:rep1,2.17602061522745,cohort1_shuffle
replicate.id:rep1;condition.id:0.734539905904294,0.343400461683339,cohort1_shuffle
replicate.id:rep1;condition.id:0.197321820082977,0.239196948440459,cohort1_shuffle
replicate.id:rep1;condition.id:0.148216059286424,0.328396889586786,cohort1_shuffle
replicate.id:rep1;condition.id:0.144610861705931,0.450854811128447,cohort1_shuffle
replicate.id:rep1;condition.id:0.152288228250117,0.503979561955073,cohort1_shuffle
replicate.id:rep1;condition.id:0.124082046087617,0.226804956562571,cohort1_shuffle
replicate.id:rep1;condition.id:0.0824542257790712,0.305006770656665,cohort1_shuffle
replicate.id:rep1;condition.id:0.0955364740465693,0.632998746384765,cohort1_shuffle
replicate.id:rep1;condition.id:0.212683179872909,0.478026710737865,cohort1_shuffle
replicate.id:rep1;condition.id:0.19045668646324,0.327718962763105,cohort1_shuffle
replicate.id:rep1;condition.id:0.29427105972355,0.359303037876964,cohort1_shuffle
replicate.id:rep1;condition.id:0.782292298362644,0.422018437623773,cohort1_shuffle
replicate.id:rep1;condition.id:0.0611794386628825,0.413350799755729,cohort1_shuffle
replicate.id:rep1;condition.id:0.0366121552355382,0.433978085110255,cohort1_shuffle
replicate.id:rep1;condition.id:0.0665784832451499,0.205239625072202,cohort1_shuffle
replicate.id:rep1;condition.id:0.061504949226383,0.204428924256449,cohort1_shuffle
replicate.id:rep1;condition.id:0.578244911578245,0.351204450124152,cohort1_shuffle
replicate.id:rep1;condition.id:0.136906154926281,0.204372981357317,cohort1_shuffle
replicate.id:rep1;condition.id:0.105664488017429,0.272745055837564,cohort1_shuffle
replicate.id:rep1;condition.id:0.113714464229928,0.383740572595166,cohort1_shuffle
replicate.id:rep1;condition.id:0.125752364574377,0.442292409438787,cohort1_shuffle
replicate.id:rep1;condition.id:0.077593032462391,0.242653886313887,cohort1_shuffle
replicate.id:rep1;condition.id:0.0534591194968553,0.279328778277421,cohort1_shuffle
replicate.id:rep1;condition.id:0.0820325473264697,0.577183286309782,cohort1_shuffle
replicate.id:rep1;condition.id:0.182954038375725,0.426119631675387,cohort1_shuffle
replicate.id:rep1;condition.id:0.142057026476578,0.266359471977054,cohort1_shuffle
replicate.id:rep1;condition.id:0.250647908182155,0.306983981983785,cohort1_shuffle
replicate.id:rep1;condition.id:0.590389016018307,0.428388363008149,cohort1_shuffle
replicate.id:rep1;condition.id:0.0242257742257742,0.534022861389483,cohort1_shuffle
replicate.id:rep1;condition.id:0.0140350877192983,0.552408692947203,cohort1_shuffle
replicate.id:rep1;condition.id:0.0366238176085375,0.303653518780785,cohort1_shuffle
replicate.id:rep1;condition.id:0.0332525112573606,0.313354972189986,cohort1_shuffle
sample.id:Br2720_mid,0.142402030361761,cohort1_k3
sample.id:Br6471_mid,0.183102201361299,cohort1_k3
sample.id:Br8492_post,0.17912659725136,cohort1_k3
sample.id:Br8492_mid,0.143195979824942,cohort1_k3
sample.id:Br3942_ant,0.120048304644183,cohort1_k3
sample.id:Br6423_post,0.210959266522509,cohort1_k3
sample.id:Br6423_ant,0.209549075392606,cohort1_k3
sample.id:Br3942_mid,0.102202354918111,cohort1_k3
sample.id:Br8325_ant,0.0963667565464183,cohort1_k3
sample.id:Br8325_mid,0.16111212771033,cohort1_k3
sample.id:Br2743_mid,0.0991230623740606,cohort1_k3
sample.id:Br6432_ant,0.165101211642316,cohort1_k3
sample.id:Br6522_mid,0.157861718379192,cohort1_k3
sample.id:Br6522_post,0.148028922281393,cohort1_k3
sample.id:Br8667_mid,0.227345732481399,cohort1_k3
sample.id:Br8667_ant,0.227833216455525,cohort1_k3
condition.id:noscale,0.665148198829357,cohort1_k3
condition.id:withscale,3.75252672877323e-16,cohort1_k3
replicate.id:rep1,0.665148198829357,cohort1_k3
replicate.id:rep1;condition.id:noscale,0.665148198829357,cohort1_k3
replicate.id:rep1;condition.id:withscale,3.75252672877323e-16,cohort1_k3
sample.id:donor6,0.200311565529177,cohort2_k3
sample.id:donor1,0.169898861707262,cohort2_k3
sample.id:donor2,0.191133316407401,cohort2_k3
condition.id:noscale,0.324841947930166,cohort2_k3
condition.id:withscale,2.89555090173973e-16,cohort2_k3
replicate.id:rep1,0.324841947930166,cohort2_k3
replicate.id:rep1;condition.id:noscale,0.324841947930166,cohort2_k3
replicate.id:rep1;condition.id:withscale,2.89555090173973e-16,cohort2_k3
